student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,task_completed,final_test_passed,final_test_total,session_duration_s,label_post_query_improvement
11512,1,3,1,185.15,0.0,185.15,140,0.7561,128,12,12,116,0.0857,1,1,1,0.0,1,0,43.97,43.97,0,0,0,0.0,28.84,98.84,34,57.74,0.0,0.0,0.0,66.22,2.59,77.73,0.0,0.0,66.22,0.0,2.59,77.73,0.0,38.61,0.0,23,328,0,0,1,4,4,344.54,
11512,2,3,0,220.29,35.14,33.42,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.2,5.2,0,0.0,33.42,0.0,0.0,0.0,27.89,0.0,0.0,0.0,0.0,0.0,27.89,0.0,5.53,0.0,0.0,53,470,0,0,1,4,4,344.54,0
11512,3,3,0,313.64,93.36,90.75,23,0.2534,11,11,11,0,0.4783,16,3,1,4.67,3,0,8.31,12.8,0,0,0,0.0,10.46,33.88,18,23.27,9.19,24.14,0.0,9.92,4.51,0.0,1.5,0.0,8.42,1.5,4.51,0.0,9.19,67.12,0.0,31,402,4,4,1,4,4,344.54,1
11513,1,5,1,183.99,0.0,183.99,15,0.0815,14,1,1,13,0.0667,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,31.88,152.03,0,0.0,0.0,0.0,17.63,0.0,12.44,91.5,0.0,17.63,0.0,0.0,12.44,91.5,0.0,0.0,62.41,65,364,2,4,0,3,4,947.46,
11513,2,5,0,261.32,77.34,75.27,25,0.3321,21,4,4,17,0.16,4,1,1,8.3,1,0,3.88,3.88,2,2,0,4.98,17.6,38.2,0,0.0,19.48,19.48,0.0,32.49,6.3,0.0,0.0,0.0,32.49,0.0,6.3,0.0,19.48,16.99,0.0,21,435,3,4,0,3,4,947.46,1
11513,3,5,0,280.04,18.72,15.85,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.95,7.95,0,0.0,15.85,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,0.0,6.85,0.0,9.0,0.0,0.0,43,462,3,4,0,3,4,947.46,0
11513,4,5,0,314.43,34.38,31.3,21,0.671,4,17,17,-13,0.8095,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.27,21.31,0,0.0,8.71,8.71,0.0,8.77,5.42,0.0,0.0,0.0,8.77,0.0,5.42,0.0,8.71,8.39,0.0,36,472,3,4,0,3,4,947.46,0
11513,5,5,0,345.73,31.3,28.5,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.69,18.69,0,0.0,28.5,0.0,0.0,0.0,9.56,0.0,0.0,0.0,0.0,0.0,9.56,0.0,18.94,0.0,0.0,41,421,3,4,0,3,4,947.46,0
11514,1,4,1,87.57,0.0,87.57,0,0.0,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,33.79,80.32,0,0.0,0.0,0.0,0.0,0.0,0.29,87.28,0.0,0.0,0.0,0.0,0.29,87.28,0.0,0.0,0.0,394,351,0,0,1,4,4,850.4,
11514,2,4,0,111.82,24.25,18.12,3,0.1656,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.92,10.92,0,0.0,2.18,2.18,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.62,0.0,17.5,0.0,0.0,55,410,0,0,1,4,4,850.4,0
11514,3,4,0,355.69,243.87,240.89,66,0.274,57,5,5,52,0.0758,15,2,1,7.27,2,0,7.23,13.66,4,2,0,24.78,29.22,195.02,0,0.0,46.34,46.34,0.0,56.010000000000005,0.29,0.0,19.77,0.0,36.24,19.77,0.29,0.0,83.39,101.19,0.0,86,334,3,4,1,4,4,850.4,1
11514,4,4,0,727.32,371.63,369.84,226,0.6111,53,130,130,-75,0.5752,97,2,1,2.18,2,0,3.31,3.31,7,7,0,14.37,91.61,255.28,12,26.04,92.07,92.07,0.0,77.09,1.42,0.0,11.75,0.0,65.34,11.75,1.42,0.0,93.07,178.22,20.04,4,328,4,4,1,4,4,850.4,1
11516,1,4,1,97.41,0.0,97.41,17,0.1745,14,3,3,11,0.1765,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,31.47,70.78,0,0.0,0.0,0.0,11.4,0.0,5.71,47.97,0.0,11.4,0.0,0.0,5.71,47.97,0.0,0.0,32.34,32,326,0,0,1,4,4,553.97,
11516,2,4,0,178.64,81.23,79.25,16,0.2019,9,7,7,2,0.4375,4,0,0,10.56,0,0,0.0,0.0,4,4,0,6.12,25.19,48.91,0,0.0,7.8,7.8,3.75,43.13,6.26,0.0,2.78,3.75,40.35,2.78,6.26,0.0,7.8,7.57,10.73,34,302,3,4,1,4,4,553.97,1
11516,3,4,0,220.79,42.15,40.3,32,0.794,30,2,2,28,0.0625,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.3,20.13,0,0.0,14.64,14.64,0.0,14.59,2.92,0.0,0.0,0.0,14.59,0.0,2.92,0.0,14.64,8.15,0.0,17,380,3,4,1,4,4,553.97,0
11516,4,4,0,297.13,76.34,74.09,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,60.09,68.13,0,0.0,74.09,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,60.09,0.0,0.0,34,274,3,4,1,4,4,553.97,0
11517,1,7,1,159.69,0.0,159.69,14,0.0877,13,0,0,13,0.0,1,0,0,0.0,0,0,0.0,0.0,1,1,0,8.16,29.24,119.36,0,0.0,0.0,0.0,12.95,13.18,15.51,91.3,0.0,12.95,13.18,0.0,15.51,91.3,5.15,0.0,21.61,35,188,2,4,1,4,4,2437.41,
11517,2,7,0,186.03,26.34,24.34,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.54,9.54,0,0.0,24.34,0.0,0.0,0.0,14.07,0.0,0.0,0.0,0.0,0.0,14.07,0.0,10.27,0.0,0.0,39,211,2,4,1,4,4,2437.41,0
11517,3,7,0,219.63,33.6,32.06,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,15.12,20.74,0,0.0,32.06,0.0,0.0,0.0,16.49,0.0,0.0,0.0,0.0,0.0,16.49,0.0,15.57,0.0,0.0,30,243,2,4,1,4,4,2437.41,0
11517,4,7,0,321.46,101.83,100.27,35,0.3491,26,8,8,18,0.2286,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,22.75,53.42,0,0.0,17.62,17.62,0.0,28.74,21.89,0.0,0.0,0.0,28.74,0.0,21.89,0.0,17.62,32.02,0.0,54,255,2,4,1,4,4,2437.41,0
11517,5,7,0,375.83,54.37,52.64,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.4,14.21,0,0.0,52.64,0.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0,45.1,0.0,7.54,0.0,0.0,78,307,2,4,1,4,4,2437.41,0
11517,6,7,0,411.85,36.02,34.19,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.55,17.55,0,0.0,34.19,0.0,0.0,0.0,14.32,0.0,0.0,0.0,0.0,0.0,14.32,0.0,19.87,0.0,0.0,18,289,2,4,1,4,4,2437.41,0
11517,7,7,0,448.38,36.53,34.87,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.32,17.17,0,0.0,34.87,0.0,0.0,0.0,25.39,0.0,0.0,0.0,0.0,0.0,25.39,0.0,9.48,0.0,0.0,44,292,2,4,1,4,4,2437.41,0
11519,1,9,1,225.41,0.0,225.41,50,0.2218,48,2,2,46,0.04,3,0,0,13.72,0,0,0.0,0.0,2,2,0,10.8,48.31,185.6,4,27.54,0.0,0.0,15.66,113.03,9.8,55.16,0.0,15.66,113.03,0.0,9.8,55.16,0.0,4.81,26.95,34,215,2,4,1,4,4,600.69,
11519,2,9,0,236.85,11.44,9.04,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.29,6.29,0,0.0,9.04,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,8.74,0.0,0.0,1,239,2,4,1,4,4,600.69,0
11519,3,9,0,248.13,11.28,9.52,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.08,9.08,0,0.0,9.52,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,9.23,0.0,0.0,1,128,2,4,1,4,4,600.69,0
11519,4,9,0,255.22,7.08,6.24,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,3.5,3.5,0,0.0,6.24,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.38,0.0,3.86,0.0,0.0,11,356,2,4,1,4,4,600.69,0
11519,5,9,0,298.57,43.36,40.8,11,0.2696,11,0,0,11,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.56,25.89,0,0.0,11.36,11.36,0.0,8.07,21.38,0.0,0.0,0.0,8.07,0.0,21.38,0.0,11.36,0.0,0.0,25,406,2,4,1,4,4,600.69,0
11519,6,9,0,364.55,65.97,62.74,12,0.1913,10,2,2,8,0.1667,2,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,24.81,44.27,0,0.0,0.9,0.9,0.0,18.51,10.46,0.0,0.0,0.0,18.51,0.0,10.46,0.0,0.9,32.88,0.0,33,279,3,4,1,4,4,600.69,1
11519,7,9,0,413.57,49.02,46.94,43,0.916,36,6,6,30,0.1395,2,2,1,5.68,1,0,2.34,2.34,0,0,0,0.0,10.61,18.78,0,0.0,8.69,8.69,0.0,19.2,1.66,0.0,0.0,0.0,19.2,0.0,1.66,0.0,8.69,17.39,0.0,11,546,3,4,1,4,4,600.69,0
11519,8,9,0,484.46,70.89,66.84,30,0.4488,24,5,5,19,0.1667,20,2,1,2.83,2,0,1.19,1.92,2,1,0,18.61,14.11,37.7,0,0.0,5.13,5.13,0.0,30.92,6.79,0.0,5.0,0.0,25.92,5.0,6.79,0.0,15.03,14.11,0.0,4,681,3,4,1,4,4,600.69,0
11519,9,9,0,528.65,44.19,40.89,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,38.15,38.15,0,0.0,40.89,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.21,0.0,38.68,0.0,0.0,5,288,3,4,1,4,4,600.69,0
11521,1,2,1,191.16,0.0,191.16,6,0.0314,2,2,2,1,0.3333,27,1,1,4.12,1,0,4.04,4.04,0,0,0,0.0,63.44,173.68,0,0.0,0.0,0.0,6.62,63.44,0.55,67.44,0.0,6.62,63.44,0.0,0.55,67.44,0.0,7.76,45.35,3,179,4,4,1,4,4,219.42,
11521,2,2,0,201.22,10.06,8.85,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.04,5.04,0,0.0,8.85,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,3.35,0.0,5.5,0.0,0.0,23,238,4,4,1,4,4,219.42,0
11522,1,12,1,120.07,0.0,120.07,42,0.3498,38,4,4,34,0.0952,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,34.86,76.87,0,0.0,0.0,0.0,31.42,0.0,6.89,70.41,0.0,31.42,0.0,0.0,6.89,70.41,0.0,0.0,11.35,30,153,0,4,1,4,4,591.25,
11522,2,12,0,140.2,20.13,18.94,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.4,7.4,0,0.0,18.94,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,10.6,0.0,8.34,0.0,0.0,44,187,0,4,1,4,4,591.25,0
11522,3,12,0,170.11,29.9,28.58,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,14.71,20.21,0,0.0,28.58,0.0,0.0,0.0,8.37,0.0,0.0,0.0,0.0,0.0,8.37,0.0,20.21,0.0,0.0,31,177,0,4,1,4,4,591.25,0
11522,4,12,0,203.44,33.34,31.1,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,15.58,15.58,0,0.0,31.1,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,0.0,15.01,0.0,16.09,0.0,0.0,61,236,0,4,1,4,4,591.25,0
11522,5,12,0,237.43,33.99,32.11,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.44,11.44,0,0.0,32.11,0.0,0.0,0.0,18.56,0.0,0.0,0.0,0.0,0.0,18.56,0.0,13.55,0.0,0.0,67,253,0,4,1,4,4,591.25,0
11522,6,12,0,253.01,15.58,14.01,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.59,10.59,0,0.0,14.01,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,1.97,0.0,12.04,0.0,0.0,12,280,0,4,1,4,4,591.25,0
11522,7,12,0,279.84,26.82,24.69,4,0.162,3,1,1,2,0.25,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,9.83,9.83,0,0.0,1.51,1.51,0.0,6.52,5.71,0.0,2.18,0.0,4.34,2.18,5.71,0.0,1.51,10.94,0.0,24,169,2,4,1,4,4,591.25,1
11522,8,12,0,307.18,27.35,25.89,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.67,9.67,0,0.0,25.89,0.0,0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,15.76,0.0,10.13,0.0,0.0,77,260,2,4,1,4,4,591.25,0
11522,9,12,0,336.47,29.28,25.06,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.29,12.99,0,0.0,25.06,0.0,0.0,0.0,12.07,0.0,0.0,0.0,0.0,0.0,12.07,0.0,12.99,0.0,0.0,41,255,2,4,1,4,4,591.25,0
11522,10,12,0,488.19,151.72,149.86,106,0.7074,88,18,18,70,0.1698,3,2,1,44.57,1,0,27.91,27.91,1,1,0,6.0,20.2,72.21,0,0.0,0.34,0.34,0.0,91.46,16.71,0.0,0.0,0.0,91.46,0.0,16.71,0.0,0.34,41.35,0.0,33,245,3,4,1,4,4,591.25,1
11522,11,12,0,522.16,33.98,30.74,5,0.1626,3,2,2,1,0.4,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.96,18.01,0,0.0,10.43,10.43,0.0,6.73,4.32,0.0,0.0,0.0,6.73,0.0,4.32,0.0,10.43,9.27,0.0,9,262,4,4,1,4,4,591.25,1
11522,12,12,0,535.47,13.3,10.87,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.06,6.06,0,0.0,10.87,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,6.97,0.0,0.0,15,209,4,4,1,4,4,591.25,0
11523,1,5,1,240.92,0.0,240.92,125,0.5188,114,9,9,105,0.072,4,4,1,9.78,3,0,6.43,6.43,0,0,0,0.0,46.04,149.53,2,46.04,0.0,0.0,69.33,8.67,4.63,56.6,0.0,69.33,8.67,0.0,4.63,56.6,0.0,26.28,75.41,28,222,0,0,0,3,4,1232.19,
11523,2,5,0,554.93,314.01,312.41,86,0.2753,75,7,7,68,0.0814,6,2,1,52.78,1,0,21.7,21.7,2,2,0,22.93,113.8,217.29,12,167.22,10.33,10.33,0.0,64.98,16.97,0.0,2.17,0.0,62.81,2.17,16.97,0.0,10.33,220.13,0.0,48,291,3,4,0,3,4,1232.19,1
11523,3,5,0,644.34,89.41,87.45,7,0.08,5,1,1,4,0.1429,5,0,0,0.0,0,0,0.0,0.0,1,1,0,12.32,11.16,53.17,2,8.79,6.28,6.28,0.0,8.66,46.81,0.0,0.0,0.0,8.66,0.0,46.81,0.0,6.28,25.69,0.0,62,271,3,4,0,3,4,1232.19,0
11523,4,5,0,695.86,51.51,48.41,22,0.4545,10,11,11,-1,0.5,5,0,0,0.0,0,0,0.0,0.0,1,1,0,9.48,10.25,26.29,2,7.94,13.59,13.59,0.0,8.41,4.4,0.0,0.0,0.0,8.41,0.0,4.4,0.0,14.05,21.55,0.0,25,273,3,4,0,3,4,1232.19,0
11523,5,5,0,829.81,133.95,132.33,55,0.4156,24,20,20,7,0.3636,9,4,1,7.65,3,0,4.06,4.06,1,1,0,3.77,47.16,78.56,2,47.16,68.52,72.31,0.0,38.77,2.63,0.0,2.64,0.0,36.13,2.64,2.63,0.0,72.31,18.61,0.0,11,433,3,4,0,3,4,1232.19,0
11527,1,3,1,217.52,0.0,217.52,185,0.8505,151,33,33,118,0.1784,4,0,0,7.98,0,0,0.0,0.0,4,4,0,7.51,29.36,118.27,0,0.0,0.0,0.0,81.16,12.18,20.61,38.83,1.83,81.16,10.35,1.83,20.61,38.83,0.0,3.09,61.64,35,387,1,4,1,4,4,614.5,
11527,2,3,0,484.71,267.19,265.39,196,0.7385,136,60,60,76,0.3061,36,2,1,5.7,2,0,5.06,5.06,6,6,0,16.82,35.09,169.17,0,0.0,19.69,19.69,0.0,85.36,7.42,0.0,0.0,0.0,85.36,0.0,7.42,0.0,19.69,152.92,0.0,41,351,3,4,1,4,4,614.5,1
11527,3,3,0,544.68,59.97,58.14,67,1.1525,46,21,21,25,0.3134,2,2,1,21.04,1,0,11.82,11.82,0,0,0,0.0,11.76,25.43,0,0.0,14.68,14.68,0.0,30.01,1.61,0.0,2.82,0.0,27.19,2.82,1.61,0.0,14.68,11.83,0.0,15,369,3,4,1,4,4,614.5,0
11528,1,2,1,128.3,0.0,128.3,20,0.1559,16,4,4,12,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,47.33,100.77,0,0.0,0.0,0.0,23.22,0.0,5.73,81.52,0.0,23.22,0.0,0.0,5.73,81.52,0.0,0.0,17.84,24,278,0,0,1,4,4,289.13,
11528,2,2,0,153.52,25.22,23.17,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,19.33,19.33,0,0.0,23.17,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,3.41,0.0,19.76,0.0,0.0,20,269,0,0,1,4,4,289.13,0
11529,1,3,1,150.13,0.0,150.13,74,0.4929,64,8,8,56,0.1081,3,2,1,16.41,2,0,5.7,5.7,1,1,0,10.46,19.05,84.66,0,0.0,0.0,0.0,30.04,20.65,6.17,57.98,0.0,30.04,20.65,0.0,6.17,57.98,0.0,30.75,4.54,31,198,0,4,1,4,4,574.16,
11529,2,3,0,259.22,109.09,107.56,49,0.4556,44,5,5,39,0.102,2,1,1,48.3,1,0,7.54,7.54,1,1,0,3.32,24.46,69.08,0,0.0,10.98,10.98,0.0,56.77,6.68,0.0,0.0,0.0,56.77,0.0,6.68,0.0,10.98,33.12,0.0,34,291,2,4,1,4,4,574.16,1
11529,3,3,0,319.79,60.57,58.56,3,0.0512,3,0,0,3,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,14.16,40.49,0,0.0,22.13,22.13,0.0,3.7,18.05,0.0,0.0,0.0,3.7,0.0,18.05,0.0,22.13,14.68,0.0,24,206,2,4,1,4,4,574.16,0
11533,1,1,1,168.58,0.0,168.58,68,0.4034,56,12,12,44,0.1765,1,1,1,0.0,1,0,20.11,20.11,0,0,0,0.0,30.68,109.46,0,0.0,0.0,0.0,0.0,43.12,18.25,82.99,0.0,0.0,43.12,0.0,18.25,82.99,0.0,24.22,0.0,55,361,0,0,1,4,4,411.56,
11534,1,7,1,61.35,0.0,61.35,0,0.0,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,11.26,51.31,0,0.0,0.0,0.0,0.0,0.0,2.46,58.88,0.0,0.0,0.0,0.0,2.46,58.88,0.0,0.0,0.0,4,316,0,0,1,4,4,1975.3,
11534,2,7,0,115.57,54.22,52.05,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,22.26,49.36,0,0.0,52.05,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,1.07,0.0,50.98,0.0,0.0,3,269,0,0,1,4,4,1975.3,0
11534,3,7,0,236.13,120.57,119.06,42,0.3528,36,6,6,30,0.1429,3,3,1,19.08,2,0,15.84,15.84,0,0,0,0.0,22.05,85.51,0,0.0,24.95,24.95,0.0,25.2,2.06,0.0,0.0,0.0,25.2,0.0,2.06,0.0,24.95,66.85,0.0,15,306,0,0,1,4,4,1975.3,0
11534,4,7,0,318.84,82.71,81.35,14,0.1721,8,6,6,2,0.4286,4,3,1,13.9,3,0,9.48,9.48,1,1,0,10.23,16.81,52.28,0,0.0,18.5,18.5,0.0,23.01,3.96,0.0,2.87,0.0,20.14,2.87,3.96,0.0,18.5,35.89,0.0,17,285,3,4,1,4,4,1975.3,1
11534,5,7,0,394.2,75.36,72.94,83,1.1378,74,9,9,65,0.1084,2,2,1,19.58,1,0,5.72,5.72,0,0,0,0.0,11.92,29.5,0,0.0,6.81,6.81,0.0,47.08,1.4,0.0,0.0,0.0,47.08,0.0,1.4,0.0,6.81,17.66,0.0,9,302,3,4,1,4,4,1975.3,0
11534,6,7,0,493.31,99.11,97.4,22,0.2259,4,5,5,0,0.2273,19,1,1,4.17,1,0,2.65,2.65,2,1,0,44.15,44.15,71.59,0,0.0,6.41,6.41,0.0,28.31,4.93,0.0,2.66,0.0,25.65,2.66,4.93,0.0,6.41,57.75,0.0,31,430,3,4,1,4,4,1975.3,0
11534,7,7,0,539.89,46.59,44.56,12,0.2693,5,6,6,-1,0.5,10,0,0,1.93,0,0,0.0,0.0,2,1,0,7.92,19.18,35.32,0,0.0,19.18,19.18,0.0,5.11,1.33,0.0,0.0,0.0,5.11,0.0,1.33,0.0,19.61,18.51,0.0,7,489,3,4,1,4,4,1975.3,0
11535,1,4,1,139.09,0.0,139.09,17,0.1222,15,2,2,13,0.1176,3,1,1,37.86,1,0,51.31,51.31,2,1,0,7.47,33.43,107.91,0,0.0,0.0,0.0,0.0,13.21,1.4,100.43,0.0,0.0,13.21,0.0,1.4,100.43,0.0,24.05,0.0,82,275,3,4,1,4,4,433.14,
11535,2,4,0,156.41,17.32,14.78,2,0.1353,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.26,11.26,0,0.0,11.97,11.97,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.65,0.0,14.13,0.0,0.0,69,357,3,4,1,4,4,433.14,0
11535,3,4,0,185.96,29.56,27.5,11,0.4,6,5,5,1,0.4545,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.91,15.1,0,0.0,8.55,8.55,0.0,12.88,6.07,0.0,0.0,0.0,12.88,0.0,6.07,0.0,8.55,0.0,0.0,35,306,3,4,1,4,4,433.14,0
11535,4,4,0,208.38,22.41,19.6,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,16.92,16.92,0,0.0,19.6,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.73,0.0,17.86,0.0,0.0,1,296,3,4,1,4,4,433.14,0
11536,1,6,1,132.86,0.0,132.86,27,0.2032,6,19,19,-13,0.7037,2,2,1,47.06,1,0,31.64,31.64,0,0,0,0.0,16.33,86.36,2,15.86,0.0,0.0,0.0,13.42,17.38,59.83,0.0,0.0,13.42,0.0,17.38,59.83,10.76,31.46,0.0,38,165,0,0,0,3,4,914.96,
11536,2,6,0,361.4,228.55,227.01,180,0.7929,165,14,14,151,0.0778,14,1,1,6.36,1,0,10.45,10.45,1,0,0,0.0,30.42,92.62,66,95.15,54.54,54.54,0.0,144.88,3.4,0.0,0.0,0.0,144.88,0.0,3.4,0.0,54.79,23.94,0.0,33,371,3,4,0,3,4,914.96,1
11536,3,6,0,417.46,56.06,53.99,2,0.037,2,0,0,2,0.0,13,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,27.16,41.9,0,0.0,15.09,15.09,0.0,2.34,6.46,0.0,0.0,0.0,2.34,0.0,6.46,0.0,15.09,30.1,0.0,28,335,3,4,0,3,4,914.96,0
11536,4,6,0,552.59,135.12,131.76,85,0.6451,74,9,9,65,0.1059,26,0,0,0.25,0,0,0.0,0.0,2,0,0,0.0,21.13,81.6,4,25.46,45.37,45.37,0.0,66.32,9.3,0.0,6.2,0.0,60.12,6.2,9.3,0.0,45.37,10.78,0.0,35,319,3,4,0,3,4,914.96,0
11536,5,6,0,828.69,276.1,274.05,4,0.0146,2,2,2,0,0.5,13,0,0,0.0,0,0,0.0,0.0,1,1,0,14.09,114.42,264.87,0,0.0,25.49,25.49,0.0,4.8,2.26,0.0,0.0,0.0,4.8,0.0,2.26,0.0,25.49,241.5,0.0,21,452,3,4,0,3,4,914.96,0
11536,6,6,0,843.65,14.96,10.48,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.04,5.04,0,0.0,10.48,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,4.47,0.0,6.01,0.0,0.0,32,423,3,4,0,3,4,914.96,0
11537,1,5,1,145.03,0.0,145.03,84,0.5792,52,32,32,20,0.381,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.38,79.35,0,0.0,0.0,0.0,51.25,0.0,22.96,40.79,0.0,51.25,0.0,0.0,22.96,40.79,0.0,0.0,30.03,43,246,0,0,1,4,4,719.23,
11537,2,5,0,207.16,62.13,59.87,2,0.0334,1,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,19.85,26.25,0,0.0,14.37,14.37,2.22,0.0,22.55,0.0,0.0,2.22,0.0,0.0,22.55,0.0,14.37,0.0,20.72,15,335,0,0,1,4,4,719.23,0
11537,3,5,0,260.51,53.35,51.27,10,0.195,4,6,6,-2,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.01,12.94,0,0.0,16.12,16.12,5.68,0.0,29.47,0.0,0.0,5.68,0.0,0.0,29.47,0.0,16.12,0.0,0.0,64,315,0,0,1,4,4,719.23,0
11537,4,5,0,300.75,40.23,38.15,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.49,23.41,0,0.0,38.15,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,21.6,0.0,16.55,0.0,0.0,41,497,0,0,1,4,4,719.23,0
